timestamp,status,head_status,attention_percentage
2026-05-23 21:50:43.906972,Attentive,Focused,67
2026-05-23 21:50:43.958577,Attentive,Looking Left,67
2026-05-23 21:50:43.989099,Attentive,Looking Left,67
2026-05-23 21:50:44.015960,Attentive,Looking Left,66
2026-05-23 21:50:44.045044,Attentive,Looking Left,66
2026-05-23 21:50:44.080488,Attentive,Looking Left,66
2026-05-23 21:50:44.105528,Attentive,Looking Left,66
2026-05-23 21:50:44.130159,Attentive,Looking Left,66
2026-05-23 21:50:44.160609,Attentive,Looking Left,66
2026-05-23 21:50:44.199074,Attentive,Looking Left,66
2026-05-23 21:50:44.259734,Attentive,Looking Left,66
2026-05-23 21:50:44.285532,Attentive,Looking Left,65
2026-05-23 21:50:44.311987,Attentive,Looking Left,65
2026-05-23 21:50:44.356487,Attentive,Looking Left,65
2026-05-23 21:50:44.380644,Attentive,Looking Left,65
2026-05-23 21:50:44.412014,Attentive,Looking Left,65
2026-05-23 21:50:44.666550,Attentive,Looking Left,65
2026-05-23 21:50:44.712853,Attentive,Looking Left,65
